folder_id,real_filename,meeting_date,meeting_name,belongs_to
DE2H2P462D9D,po5780.01 PARENTS' BILL OF RIGHTS.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H2S462D9E,po6151 INSUFFICIENT FUNDS CHECKS.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H2V462DA0,"po7421 RESTROOMS, LOCKER ROOMS, SHOWER ROOMS AND CHANGING ROOMS.pdf",19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H2Y462DA2,po7440.01 VIDEO SURVEILLANCE AND ELECTRONIC MONITORING.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H33462DA3,po8142 CRIMINAL HISTORY RECORD CHECK FOR CONTRACTED SCHOOL SERVICES.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H36462DA5,po8452 AUTOMATED EXTERNAL DEFIBRILLATORS (AED) AND CARDIOPULMONARY RESUSCITATION.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H39462DA6,,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H3C462DA7,,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H3F462DAA,po8500 FOOD SERVICES.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H3J462DAC,NEOLA-BBHCSD Policy Update Summary_Feb 2025.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H3R4665F0,po2430.02 PARTICIPATION OF COMMUNITY - STEM SCHOOL STUDENTS IN EXTRA-CURRICULAR ACTIVITIES.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE2H2P466826,po2431 INTERSCHOLASTIC ATHLETICS.pdf,19/03/2025,Regular Meeting,New/Revised Board Policy ~ Final Reading
DE7GNW44AE59,HS Volleyball - Trip Proposal 2025.pdf,19/03/2025,Regular Meeting,BBHHS Volleyball Trip Proposal
DE7Q8K668208,BBCSD-2025 Middle School Roof Replacement Project-Bid Results.pdf,19/03/2025,Regular Meeting,2025 Middle School Roof Replacement Project Bid
DE7Q9B6683B2,BBCSD-2025 Middle School Roof Replacement Bid Evaluation.pdf,19/03/2025,Regular Meeting,2025 Middle School Roof Replacement Project Bid
DE7Q9D668514,"2025 Middle School Roof Replacment - Bid - Ramp Construction Company - $467,000.pdf",19/03/2025,Regular Meeting,2025 Middle School Roof Replacement Project Bid
DE9MYC5D6864,2025 New Curriculum Adoptions_HS Social Studies.pdf,19/03/2025,Regular Meeting,
DE9RG86CECC4,"2025 Robotics Team Trip Proposal_Dayton, Ohio.pdf",19/03/2025,Regular Meeting,Robotics Trip Proposal
DEFQ886734B2,NEORSD Right of Entry Agreement.pdf,19/03/2025,Regular Meeting,NEORSD Right of Entry Agreement
DEFQ2N67364C,NEORSD Letter for Chippewa Creek Access.pdf,19/03/2025,Regular Meeting,NEORSD Right of Entry Agreement
DEJR6L6C7A20,Annual Spending Plan February 2025.pdf,19/03/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DEJR756C8E2C,Check Register February 2025.pdf,19/03/2025,Regular Meeting,Check Register and Bank Reconciliation
DEJR7P6CA16F,Bank Reconciliations FY25.xlsx - FEB 25.pdf,19/03/2025,Regular Meeting,Check Register and Bank Reconciliation
DEMRG76DDD77,Resolution Authorizing the Filing of an Original Complaint (PPN 605-14-006) (1).pdf,19/03/2025,Regular Meeting,Authorization the Filing of Complaint Against Valuation of Real Property
DEMRHW6E1ACA,BOR Complaint Authorizing Resolution Brecksville Broadview.pdf,19/03/2025,Regular Meeting,Authorization the Filing of Complaint Against Valuation of Real Property
DENPDK6419A0,Athletic Workers 2024-2025.pdf,19/03/2025,Regular Meeting,Supplemental Recommendations
DEPNV76166EF,FY25 CFO Report - March 2025.pdf,19/03/2025,Regular Meeting,Monthly CFO Report
DEQGDN4353E8,po5136.01 ELECTRONIC EQUIPMENT.pdf,19/03/2025,Regular Meeting,Revised Board Policy ~ First Reading
DEQGF7438C38,po6460 VENDOR RELATIONS.pdf,19/03/2025,Regular Meeting,Revised Board Policy ~ First Reading
DEQGU3456E91,Minutes_Regular Board Meeting_02.12.2025.pdf,19/03/2025,Regular Meeting,Minutes
DERFTS40B4D3,po9211 DISTRICT SUPPORT ORGANIZATIONS.pdf,19/03/2025,Regular Meeting,Revised Board Policy ~ First Reading
DERL38546504,2025 New Curriculum Adoptions_HS Social Studies.pdf,16/04/2025,Regular Meeting,High School Textbook Adoption
DEUGPE44BE58,Cash Position February 2025.pdf,19/03/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DEUN4Q5DFAEB,Classified Staffing Agenda 3.19.2025 - Google Sheets.pdf,19/03/2025,Regular Meeting,Classified Recommendations
DEUN6D5E2312,Certified Staffing Agenda 03.19.2025 - Google Sheets.pdf,19/03/2025,Regular Meeting,Certified Recommendations
DEURAV6D1B6B,ag2271 COLLEGE CREDIT PLUS PROGRAM.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEURGR6D1CD8,ag2460 SPECIAL EDUCATION.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEURH36D1E6E,ag5113.01 ADMISSION OF STUDENTS PARTICIPATING UNDER INTRA-DISTRICT OPEN ENROLLEMENT.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEVGQS44079B,9211F1 Revised - Annual Registration - PDF.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEVHPY4948CF,TLC Pupil Transportation Agreement 2024-2025.pdf,16/04/2025,Regular Meeting,TLC Pupil Transportation Agreement
DEVJ874BE68A,ag6151 INSUFFICIENT FUNDS CHECKS.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEW2AT0148D4,Gymnastics - 2025.pdf,19/03/2025,Regular Meeting,BBHHS Varsity Gymnastics Trip Proposal
DEWFRT406B25,Resolution to Adopt Special Education Model Policies and Procedures.pdf,19/03/2025,Regular Meeting,Special Education Model Policies and Procedures Resolution
DEWJ834BB560,Varsity Baseball Trip Cincinnati_March 2025.pdf,19/03/2025,Regular Meeting,BBHHS Varsity Baseball Trip Proposal
DEWPK864F442,ag2340C OVERNIGHT TRIPS (District Sponsored).pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEWQKZ69C175,XC SS 03.19.2025.pdf,19/03/2025,Regular Meeting,Supplemental Recommendations
DEWQT36AC9E8,ag5113 ADMISSION OF STUDENTS PARTICIPATING UNDER INTER-DISTRICT OPEN ENROLLMENT.pdf,19/03/2025,Regular Meeting,Administrative Guideline and Form Revisions
DEWR2J6BE29C,March Resolution Declaring Transportation Impractical 03.19.2025.pdf,19/03/2025,Regular Meeting,Payment in Lieu of Transportation
DEWR956CCC86,BBHCSD EMAIL 3.19.2025_R2.pdf,19/03/2025,Regular Meeting,Announcements and Presentations
DEXP2P628776,Education Alternatives Agreement 2024-25.pdf,16/04/2025,Regular Meeting,Education Alternative Agreement
DEYLPG572EC1,9211F1 Revised - Annual Registration - PDF.pdf,,,
DF5HZ34ADB38,po5136.01 ELECTRONIC EQUIPMENT.pdf,16/04/2025,Regular Meeting,Revised Board Policy ~ Final Reading
DF5HZ64ADE05,po9211 DISTRICT SUPPORT ORGANIZATIONS.pdf,16/04/2025,Regular Meeting,Revised Board Policy ~ Final Reading
DF5J2Q4B18EA,po6460 VENDOR RELATIONS.pdf,16/04/2025,Regular Meeting,Revised Board Policy ~ Final Reading
DF5LTU5827DE,BBHCSD - 2025 Tax Rate Resolution.pdf,16/04/2025,Regular Meeting,Tax Rate Resolution
DFBJJS4D7395,SR Trans Agreement.pdf,16/04/2025,Regular Meeting,SR Trans Transportation Agreement
DFCQN76A1348,SR Trans Transportation Agreement 2025-26.pdf,28/05/2025,Regular Meeting,SR Trans Transportation Agreement
DFDNMN609E83,Cash Position March 2025.pdf,16/04/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DFDNMQ609FCD,Annual Spending March 2025.pdf,16/04/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DFDNQC610491,Check Register March 2025.pdf,16/04/2025,Regular Meeting,Check Register and Bank Reconciliation
DFDNRQ610A1D,Bank Reconciliations FY25.xlsx - MAR 25.pdf,16/04/2025,Regular Meeting,Check Register and Bank Reconciliation
DFHGUD457B45,2024 Voucher Resolution Updated 8.24.23 F.pdf,16/04/2025,Regular Meeting,Voucher Joinder Resolution
DFHMGP5B3482,Monthly CFO Report - April 2025.pdf,16/04/2025,Regular Meeting,Monthly CFO Report
DFJJUF4E9C8A,"2025 Middle School Robotics Team Trip Proposal_Dallas, Texas.pdf",16/04/2025,Regular Meeting,Middle School Robotics Team Trip Proposal
DFJJUU4EBBD0,"2025 High School Robotics Team Trip Proposal_Dallas, Texas.pdf",16/04/2025,Regular Meeting,High School Robotics Team Trip Proposal
DFJLQX5775AA,ag5460D DIPLOMA SEALS.pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFJNHY6014FB,Minutes_Regular Board Meeting_03.19.2025.pdf,16/04/2025,Regular Meeting,Minutes
DFJPWX66A9CA,ag5360 RECESS GUIDELINE FOR HARSH WEATHER.pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFKP326291E5,fm5330F5 AUTHORIZATION FOR THE POSSESSION AND USE OF SEIZURE MEDICATION(S).pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFLFLE3FA0D5,4-16-2025 HS Science & Social Studies Board Approval Talking Points.pdf,16/04/2025,Regular Meeting,High School Textbook Adoption
DFLL8W55612A,2025-2026 Suburban School Transportation Agreement.pdf,16/04/2025,Regular Meeting,Suburban School Transportation Agreement
DFMMJ85B6CA6,Classified Staffing Agenda 4.16.2025 - Google Sheets.pdf,16/04/2025,Regular Meeting,Classified Recommendations
DFQJ4Z4B6E76,po2111 PARENT AND FAMILY INVOLVEMENT.pdf,16/04/2025,Regular Meeting,Revised Board Policy
DFQJNK4E017C,po0131 LEGISLATIVE.pdf,16/04/2025,Regular Meeting,Revised Board Policy ~ First Reading
DFQP2P61CEA2,Public Surplus Auction Items 2025-05-15 - Sheet1 (1).pdf,16/04/2025,Regular Meeting,Asset Disposal
DFQP2Z61F5F3,Phases 2-6.pdf,14/04/2025,Special Meeting,Campus Master Plan Discussion
DFQP3461FC3E,Overall Phasing Plan.pdf,14/04/2025,Special Meeting,Campus Master Plan Discussion
DFQRZV704FD5,Brecksville-Broadview-Heights-City-School-District-Campus-Master-Plan.pdf,14/04/2025,Special Meeting,Campus Master Plan Discussion
DFQS8P7178F5,PI Presentation 04.14.2025.pdf,14/04/2025,Special Meeting,Permanent Improvement Update
DFRLZ258E9B6,Minutes_Special Board Meeting_04.14.2025.pdf,28/05/2025,Regular Meeting,Minutes
DFRMFF5B0427,po0131 LEGISLATIVE.pdf,28/05/2025,Regular Meeting,Revised Board Policy ~ Final Reading
DFRMFM5B0B00,po2111 PARENT AND FAMILY INVOLVEMENT.pdf,28/05/2025,Regular Meeting,
DFRNDA5F653B,Certified Staffing Agenda 04.16.2025 - Google Sheets.pdf,16/04/2025,Regular Meeting,Certified Recommendations
DFRP8B635834,Mount Union Teacher Education Cooperation Agreement_Jan 2025 - June 2028.pdf,28/05/2025,Regular Meeting,Mount Union Agreement
DFRPD763E693,ag5120 ASSIGNMENT TO CLASS AND GRADE.pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFRPGK648F07,ag5330 USE OF MEDICATIONS.pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFRPJ864CEC1,ag8452 USE AND MAINTENANCE OF AUTOMATED EXTERNAL DEFIBRILLATORS.pdf,16/04/2025,Regular Meeting,Administrative Guideline and Form Revisions
DFTQQE6A5AC8,2025-2027 Cle Hearing and Speech Audiology Services Agreement.pdf,28/05/2025,Regular Meeting,Cleveland Hearing and Speech Agreement
DG8PTT6635FF,Minutes_Regular Board Meeting_04.16.2025.pdf,28/05/2025,Regular Meeting,Minutes
DG9HC447C85B,Kent State University Field Experience and Student Teaching Agreement 2024 FINAL.pdf,18/09/2024,Regular Meeting,Kent State Student Teaching Agreement
DG9QGX694E3E,ESC-PEP Agreement 2025-26.pdf,28/05/2025,Regular Meeting,ESC Positive Education Program Agreement
DGAF8H3DE23B,"May 1, 2025 - MOU Regarding Retirement Date.pdf",28/05/2025,Regular Meeting,BBH Education Association MOU
DGAJ9F4C12AC,9211F1 Revised - Annual Registration - PDF.docx,,,
DGAJAV4C489A,AG Disposition Sheet_Vol 43 No. 2_Board Approved 03.19.25.pdf,,,
DGGH2X467151,New Chemistry Curriculum Adoption for Board Approval_2024-2025.pdf,28/05/2025,Regular Meeting,
DGGJET4CDBF2,New Chemistry Curriculum Adoption for Board Approval_2024-2025.pdf,25/06/2025,Regular Meeting,High School Chemistry Adoption
DGHJES4CDA61,Annual Spending Plan April 2025.pdf,28/05/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DGHJF64CDC1F,Cash Position Report April 2025.pdf,28/05/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DGHJZG4F7D89,Instruments - Asset Disposal 2025 - Sheet1 (1).pdf,28/05/2025,Regular Meeting,Asset Disposal
DGLGQA44E1DE,"2025 Asphalt Project - Proposal - Ohio Paving & Construction - $186,352.60.pdf",28/05/2025,Regular Meeting,2025 Asphalt Pavement Project
DGLGQB44E37A,B-BH 2025 Pavement Improvements Recommendation.pdf,28/05/2025,Regular Meeting,2025 Asphalt Pavement Project
DGMQGA77C527,OHwindchillchart.jpg,,,
DGMQGD77C529,heatindex.png,,,
DGMQGL77C537,fm5330F5.doc,,,
DGMQH56936EF,fm5330F5.doc,,,
DGNLQZ57BC31,Total Education Solutions Agreement 2025-2026.pdf,28/05/2025,Regular Meeting,Total Education Solutions Agreement
DGTQDQ68D638,KSU School Psychologist Intern Agreement.pdf,28/05/2025,Regular Meeting,KSU Psychology Internship Agreement
DGTQH46953CC,CSU School Psychologist Intern Agreement.pdf,28/05/2025,Regular Meeting,CSU Psychology Internship Agreement
DGVLKW56FE3E,RESOLUTION ESTABLISHING A PROGRAM FOR THE DONATION OF PERSONAL PROPERTY.pdf,28/05/2025,Regular Meeting,Donation of Personal Property
DGVUDM7B9288,FY26 Fees.pdf,28/05/2025,Regular Meeting,2025-2026 Student Fees
DGVUEY7BC4FF,Bank Reconciliations FY25.xlsx - APR 25.pdf,28/05/2025,Regular Meeting,Check Register and Bank Reconciliation
DGVUF97BCF96,Check Register April 2025.pdf,28/05/2025,Regular Meeting,Check Register and Bank Reconciliation
DGWN575B33B9,2025-26 Steps Educational Group Services Agreement.pdf,25/06/2025,Regular Meeting,STEPS Educational Group Service Contract
DGWNNB609E8F,2025 Brecksville-Broadview Heights High School Graduating Seniors.pdf,28/05/2025,Regular Meeting,2025 Graduating Class
DGWT6X75E74D,FY25 - Monthly CFO Report - April 2025BOE.pdf,28/05/2025,Regular Meeting,Monthly CFO Report
DGWT8976183F,"W. Mill Rd., Broadview Hts., Appraisal (1) (1).pdf",28/05/2025,Regular Meeting,West Mill Road Property Discussion
DGWTAL761CC9,"Appraisal West Mill Rd., Broadview Hts 6-17-21 $815,000 (1).pdf",28/05/2025,Regular Meeting,West Mill Road Property Discussion
DGWTAN763120,"Appraisal West Mill Rd., Broadview Hts 8-30-18 $710,000 (1).pdf",28/05/2025,Regular Meeting,West Mill Road Property Discussion
DGWTAQ763319,"Appraisal West Mill Rd., Broadview Hts 8-30-18 Pics.pdf",28/05/2025,Regular Meeting,West Mill Road Property Discussion
DGXJ764BBFC7,XC SS 05.28.2025.pdf,28/05/2025,Regular Meeting,Supplemental Recommendations
DGXJ784BC109,XC SS 05.28.2025 (2024-25).pdf,28/05/2025,Regular Meeting,Supplemental Recommendations
DGZJ984C0C63,BBHCSD Forecast Notes May 2025 Update.pdf,28/05/2025,Regular Meeting,Five Year Forecast
DGZJCH4C8775,BBHCSD Forecast May 2025 Stand Alone.pdf,28/05/2025,Regular Meeting,Five Year Forecast
DH3GSD4530B3,BBHES PSO 2024-2025 Summary For Board.pdf,28/05/2025,Regular Meeting,Announcements and Presentations
DH3HUM4A34DB,2025-2026 BBH Elementary School Handbook.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DH3HUP4A3626,2025-2026 BBH Elementary School Handbook with Changes Highlighted.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DH3MCP5A9C7D,PSO 2024-2025 BOE Recap pdf.pdf,28/05/2025,Regular Meeting,Announcements and Presentations
DH3QRV6A9185,Resolution Declaring Transportation Impractical 05.28.2025.pdf,28/05/2025,Regular Meeting,Payment in Lieu of Transportation
DH4JJ24D579A,Classified Staffing Agenda 05.28.2025.pdf,28/05/2025,Regular Meeting,Classified Recommendations
DH4KZW54474A,Certified Staffing Agenda 5.28.2025.pdf,28/05/2025,Regular Meeting,Certified Recommendations
DH4Q586796B3,Brecksville-Broadview-Heights-City-School-District-Five-Year-Forecast-Update (1).pdf,28/05/2025,Regular Meeting,Five Year Forecast
DHAKHT51CAC9,Overnight Trip Proposal_ AP Biology Field Experience 2025-26.pdf,25/06/2025,Regular Meeting,High School OSU Stone Lab Trip
DHDFCE3E74F4,Overnight Trip Proposal_ OHSAA State Track & Field Meet_June 2025.pdf,25/06/2025,Regular Meeting,High School OHSAA State Track & Field Trip
DHDQKP69B556,"January 8, 2025 Signed Organizational Meet.pdf",15/01/2025,Regular Meeting,Minutes
DHDQLQ69CD3A,"December 18, 2024 Regular Meeting-Signed.pdf",15/01/2025,Regular Meeting,Minutes
DHDQM769E95E,"January 15, 2025 Signed Regular Board Meet.pdf",12/02/2025,Regular Meeting,Minutes
DHDQML69FC51,"February 12, 2025 Signed Regular Board Meet.pdf",19/03/2025,Regular Meeting,Minutes
DHDQN56A115F,"March 19, 2025 Signed Regular Meeting.pdf",16/04/2025,Regular Meeting,Minutes
DHDQNL6A22DF,"April 16, 2025 Signed Regular Meeting (1).pdf",28/05/2025,Regular Meeting,Minutes
DHDQPB6A3C2F,"November 20, 2024 Regular Meeting-Signed.pdf",18/12/2024,Regular Meeting,Minutes
DHDQRT6A4978,"October 16, 2024 Regular Meeting-Signed.pdf",20/11/2024,Regular Meeting,Minutes
DHDQPZ6A5703,"September 18, 2024 Reg Meeting-Signed.pdf",16/10/2024,Regular Meeting,Minutes
DHDQRY6A613E,"August 21, 2024 Regular Meeting-Signed.pdf",18/09/2024,Regular Meeting,Minutes
DHHW3A836E41,Annual Spending Plan May 2025.pdf,25/06/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DHHW3C836FE9,Cash Position Report May 2025.pdf,25/06/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DHHW46838F87,Check Register May 2025.pdf,25/06/2025,Regular Meeting,Check Register and Bank Reconciliation
DHHW4M83A0C4,Bank Reconciliations FY25.xlsx - MAY 25.pdf,25/06/2025,Regular Meeting,Check Register and Bank Reconciliation
DHKJMA4DD1C9,2025-2026 Lerner School for Autism_School Tuition Agreement 1_Redacted Copy.pdf,25/06/2025,Regular Meeting,Cleveland Clinic Lerner School for Autism Contract
DHKJMC4DD337,2025-2026 Lerner School for Autism_School Tuition Agreement 2_Redacted Copy.pdf,25/06/2025,Regular Meeting,Cleveland Clinic Lerner School for Autism Contract
DHKJRF4E6B49,2025-2026 United Cerebral Palsy Assoc. Agreement 1_Redacted.pdf,25/06/2025,Regular Meeting,United Cerebral Palsy Association Agreements
DHKJRH4E6CD0,2025-2026 United Cerebral Palsy Assoc. Agreement 2_Redacted.pdf,25/06/2025,Regular Meeting,United Cerebral Palsy Association Agreements
DHLK8A509A3A,"Jan 3, 2024 Organizational Meet-Signed (1).pdf",17/01/2024,Regular Meeting,Minutes
DHLK8L50A5F6,"Jan 3, 2024 Special Meet-Signed.pdf",17/01/2024,Regular Meeting,Minutes
DHLK8S50ACB8,"Jan 8, 2024 Special-Board Retreat Meet-Signed.pdf",17/01/2024,Regular Meeting,Minutes
DHLK9H50C7DF,"Jan 17, 2024 Records Comm Meet-Signed.pdf",21/02/2024,Regular Meeting,Minutes
DHLK9L50CB56,"Jan 17, 2024 Regular Meet-Signed.pdf",21/02/2024,Regular Meeting,Minutes
DHLK9Y50D97C,"Feb 21, 2024 Regular Meet-Signed.pdf",20/03/2024,Regular Meeting,Minutes
DHLKAJ50EE7D,"March 20, 2024 Meeting-Signed doc.pdf",24/04/2024,Regular Meeting,Minutes
DHLKB250FFC9,"April 24, 2024 Regular Meeting-Signed.pdf",15/05/2024,Regular Meeting,Minutes
DHLKBP51123A,"May15, 2024 Regular Meeting-Signed.pdf",26/06/2024,Regular Meeting,Minutes
DHLKBT51159F,"May 22, 2024 Special Meeting-Signed.pdf",26/06/2024,Regular Meeting,Minutes
DHLKBV5120F0,"June 26, 2024 Regular Meeting-Signed.pdf",17/07/2024,Regular Meeting,Minutes
DHLKCD512C43,"July 17, 2024 Regular Meeting-Signed.pdf",21/08/2024,Regular Meeting,Minutes
DHPLVY58329E,Sendero Therapies Agreement FY26-28.pdf,25/06/2025,Regular Meeting,Sendero Therapies Agreement
DHRGJL440C64,2025-2026 BBH High School Student Handbook.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRGKZ4441C3,2025-2026 High Schoool Student Handbook Revisions and Explanations.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRGMM447D95,2025-26 High School Student Friendly Bullying Reporting Guide.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRGN84494D9,2025-2026 Middle School Handbook Adjusments.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRGNS44A9C1,2025-2026 High School Handbook Revisions Document.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRGXY46028E,2025-2026 High School Student Friendly Discipline Code of Conduct Guide.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHRJKZ4AC753,2025-2026 ABA Outreach Services Agreement .pdf,25/06/2025,Regular Meeting,ABA Outreach Services Agreement
DHSH28465677,25-26 HS PTP Activities_Clubs.pdf,25/06/2025,Regular Meeting,Pay to Participate Fees for the 2025-2026 School Year
DHSH2946578A,25-26 MS PTP Activities_Athletics.pdf,25/06/2025,Regular Meeting,Pay to Participate Fees for the 2025-2026 School Year
DHSPA5639E63,FY25 Monthly CFO Report May 2025.pdf,25/06/2025,Regular Meeting,Monthly CFO Report
DHWKC851223D,25-26 HS PTP Athletics.pdf,25/06/2025,Regular Meeting,Pay to Participate Fees for the 2025-2026 School Year
DHWKJD51E103,Participation Agreement (2025-2026).pdf,25/06/2025,Regular Meeting,"Property,Casualty, Liability, Crime and Cyber Insurance FY26"
DHWKJ45209B8,2025 SORSA New Buisness Proposal - Brecksville Broadview Heights CSD No Cyber.pdf,25/06/2025,Regular Meeting,"Property,Casualty, Liability, Crime and Cyber Insurance FY26"
DHWMJG5B34E7,2025-2026 BBH Middle School Handbook.pdf,25/06/2025,Regular Meeting,2025-2026 School Handbooks
DHWND75B6A49,HS Chemistry Resource Board Approval Talking Points June 2025.pdf,25/06/2025,Regular Meeting,High School Chemistry Adoption
DHWPZS67166D,Minutes_Regular Board Meeting_05.28.2025.pdf,25/06/2025,Regular Meeting,Minutes
DHWQ2H672F5E,Minutes_Special Board Meeting_04.14.2025_Revised.pdf,25/06/2025,Regular Meeting,Minutes
DHXJCV4C9585,FY26 Appropriations.pdf,25/06/2025,Regular Meeting,FY26 Appropriations and Certificate of Estimated Resources
DHXJDW4CBC6D,2025-26 Tokio Marine Cyber Quote.pdf,25/06/2025,Regular Meeting,"Property,Casualty, Liability, Crime and Cyber Insurance FY26"
DHXJNQ4E06FB,XC SS 06.25.2025.pdf,25/06/2025,Regular Meeting,Supplemental Recommendations
DHYFMY3FDB0B,Classified Staffing Agenda 6.25.2025 - Google Sheets.pdf,25/06/2025,Regular Meeting,Classified Recommendations
DHYHFE4844D7,BUDGET MODIFICATIONS - REVENUES - 6.25.25.pdf,25/06/2025,Regular Meeting,FY25 Final Appropriations and Estimated Resources
DHYHFG484673,BUDGET MODIFICATIONS - EXPENSES - 6.25.25.pdf,25/06/2025,Regular Meeting,FY25 Final Appropriations and Estimated Resources
DHYHGQ487211,FY25 FINAL CERTIFICATE OF ESTIMATED RESOURCES 6.25.25.pdf,25/06/2025,Regular Meeting,FY25 Final Appropriations and Estimated Resources
DHYHGN4873DA,FY25 FINAL APPROPRIATIONS 6.25.25.pdf,25/06/2025,Regular Meeting,FY25 Final Appropriations and Estimated Resources
DHYJHP4D4A2F,FY26  Cert of Est Resources.pdf,25/06/2025,Regular Meeting,FY26 Appropriations and Certificate of Estimated Resources
DHYKUJ532B8C,Transfer Requests - Board Agenda 6.25.25.pdf,25/06/2025,Regular Meeting,Transfer Request
DHYPDW641282,2025-2026 Jefferson County ESC Agreement.pdf,25/06/2025,Regular Meeting,Jefferson County ESC Agreement
DHYREQ6DAAA9,Certified Staffing Agenda 06.25.2025 - Google Sheets.pdf,25/06/2025,Regular Meeting,Certified Recommendations
DHZLQY57BA1D,Utility Cost Reduction Agreement - End of Term Addendum.pdf,16/07/2025,Regular Meeting,Utility Cost Reduction Agreement - Addendum
DHZM5N59976A,ESC Agreement (Audiology and or Hearing Impairment) 2025-2026.pdf,16/07/2025,Regular Meeting,ESC Agreement (Audiology and Hearing Impairment)
DHZM7L59DCD2,ESC Agreement (Visual Impairment) 2025-2026.pdf,16/07/2025,Regular Meeting,ESC Agreement (Visual Impairment)
DJ6L3M549ADD,EUS BBHCSD End of Term Amendment to Utility Cost Reduction Service Agreement 07-2025.pdf,16/07/2025,Regular Meeting,Utility Cost Reduction Agreement - Addendum
DJ6L3M549ADD,EUS BBHCSD End of Term Amendment to Utility Cost Reduction Service Agreement 07-2025.pdf,16/07/2025,DRAFT of Regular Meeting,
DJ7FLN3FAA5E,Brecksville-BroadviewHtsCSD 7-1-25.pdf,16/07/2025,Regular Meeting,Engagement Letter with Local Government Services for GAAP
DJ7FRD405A75,Trip Proposal_HS Cross Country_August 2025.pdf,16/07/2025,Regular Meeting,High School Cross Country Team Trip
DJCGAA42D202,Brecksville-BroadviewHtsCSD 3-14-23.pdf,16/07/2025,Regular Meeting,
DJCGE94369C9,1001 Engagement Letter.pdf,16/07/2025,Regular Meeting,Engagement Letter with Charles Harris & Assoc.
DJCJTX4ECB2B,Resolution Approving Second Amended and Restated Consortium Agreement.pdf,16/07/2025,Regular Meeting,Second Amended and Restated Consortium Agreement of Suburban Health Consortium
DJDJU34ECFB7,Certified Staffing Agenda 07.09.2025.pdf,09/07/2025,Special Meeting,Personnel Recommendations
DJFG9E42B379,July-16-2025 Resolution Declaring Transportation Impractical.pdf,16/07/2025,Regular Meeting,Payment in Lieu of Transportation
DJFK825090CA,"April 14, 2025_Special Meeting Minutes_Signed.pdf",28/05/2025,Regular Meeting,Minutes
DJFK9S50D0CD,Minutes_Special Board Meeting_04.14.2025_Signed.pdf,25/06/2025,Regular Meeting,Minutes
DJFK9U50D253,Minutes_Regular Board Meeting_05.28.2025_Signed.pdf,25/06/2025,Regular Meeting,Minutes
DJFVPT81BFFF,Cash Position June 2025.pdf,16/07/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DJFVPV81C1DD,Annual Spending Plan June 2025.pdf,16/07/2025,Regular Meeting,Cash Position and Annual Spending Plan Reports
DJFVQC81D43D,Check Register June 2025.pdf,16/07/2025,Regular Meeting,Check Register and Bank Reconciliation
DJFVR681F284,Bank Reconciliations FY25.xlsx - JUNE 25.pdf,16/07/2025,Regular Meeting,Check Register and Bank Reconciliation
